0	-3.00000000	0.00000000	0.00000000
1	-2.50000000	-0.86602500	0.00000000
2	-2.50000000	0.86602500	0.00000000
3	-2.00000000	-1.73205100	0.00000000
4	-2.00000000	0.00000000	0.00000000
5	-2.00000000	1.73205100	0.00000000
6	-1.50000000	-2.59807600	0.00000000
7	-1.50000000	-0.86602500	0.00000000
8	-1.50000000	0.86602500	0.00000000
9	-1.50000000	2.59807600	0.00000000
10	-1.00000000	-1.73205100	0.00000000
11	-1.00000000	0.00000000	0.00000000
12	-1.00000000	1.73205100	0.00000000
13	-0.50000000	-2.59807600	0.00000000
14	-0.50000000	-0.86602500	0.00000000
15	-0.50000000	0.86602500	0.00000000
16	-0.50000000	2.59807600	0.00000000
17	-0.00000000	-1.73205100	0.00000000
18	0.00000000	0.00000000	0.00000000
19	0.00000000	1.73205100	0.00000000
20	0.50000000	-2.59807600	0.00000000
21	0.50000000	-0.86602500	0.00000000
22	0.50000000	0.86602500	0.00000000
23	0.50000000	2.59807600	0.00000000
24	1.00000000	-1.73205100	0.00000000
25	1.00000000	-0.00000000	0.00000000
26	1.00000000	1.73205100	0.00000000
27	1.50000000	-2.59807600	0.00000000
28	1.50000000	-0.86602500	0.00000000
29	1.50000000	0.86602500	0.00000000
30	1.50000000	2.59807600	0.00000000
31	2.00000000	-1.73205100	0.00000000
32	2.00000000	0.00000000	0.00000000
33	2.00000000	1.73205100	0.00000000
34	2.50000000	-0.86602500	0.00000000
35	2.50000000	0.86602500	0.00000000
36	3.00000000	-0.00000000	0.00000000
