0	-18.09139000	-7.70162000	0.00001000	-1
1	-18.95972000	5.66518000	0.00001000	-1
2	-8.21765000	7.73659000	0.00001000	-1
3	-14.69657000	-7.40903000	0.00001000	-1
4	-14.40175000	-1.29174000	0.00001000	-1
5	-7.01261000	-11.45921000	0.00001000	-1
6	-10.95718000	-0.48872000	0.00001000	-1
7	-12.76577000	9.96818000	0.00001000	-1
8	-2.68394000	-0.41777000	0.00002000	-1
9	-10.31191000	15.89267000	0.00001000	-1
10	-15.31371000	-15.09949000	0.00001000	-1
11	-11.45409000	-14.12463000	0.00001000	-1
12	-1.27004000	-14.82104000	0.00001000	-1
13	-5.70909000	-8.02674000	0.00001000	-1
14	-5.90947000	-1.64288000	0.00002000	-1
15	-16.95297000	-0.73159000	0.00001000	-1
16	-11.78712000	2.41541000	0.00001000	-1
17	-15.23128000	2.20179000	0.00001000	-1
18	-7.69849000	13.71480000	0.00001000	-1
19	-21.10878000	16.07164000	0.00001000	-1
20	-10.13984000	5.38632000	0.00001000	-1
21	-18.05882000	-11.83042000	0.00001000	-1
22	-10.95671000	-9.39623000	0.00001000	-1
23	-16.24394000	-4.16364000	0.00001000	-1
24	-1.62623000	2.06644000	0.00002000	-1
25	-8.04355000	3.40782000	0.00001000	-1
26	-13.08019000	-3.95444000	0.00001000	-1
27	-7.90871000	0.54122000	0.00002000	-1
28	-15.50883000	7.57238000	0.00001000	-1
29	-4.51189000	12.75336000	0.00001000	-1
30	-2.95235000	10.07189000	0.00001000	-1
31	-4.28726000	7.45891000	0.00001000	-1
32	-3.96419000	-16.14905000	0.00001000	-1
33	4.84723000	-19.86085000	0.00001000	-1
34	-7.70599000	-19.21937000	0.00001000	-1
35	-6.86197000	-15.35919000	0.00001000	-1
36	1.62932000	-17.56007000	0.00001000	-1
37	-7.35074000	-4.36855000	0.00001000	-1
38	-3.84438000	4.02835000	0.00002000	-1
39	-4.37002000	-4.43261000	0.00002000	-1
40	-5.24619000	1.07961000	0.00002000	-1
41	-0.07016000	17.65339000	0.00001000	-1
42	-8.87912000	10.81283000	0.00001000	-1
43	0.21737000	9.98482000	0.00001000	-1
44	6.06611000	-16.49691000	0.00001000	-1
45	1.60034000	-11.19044000	0.00001000	-1
46	13.98816000	-15.81370000	0.00001000	-1
47	-2.76114000	-11.28521000	0.00001000	-1
48	-2.51046000	-7.80998000	0.00002000	-1
49	4.49527000	1.25645000	0.00002000	-1
50	-0.62748000	-2.41825000	0.00002000	-1
51	9.64313000	5.62527000	0.00001000	-1
52	-1.49244000	6.89824000	0.00002000	-1
53	-5.79778000	10.09808000	0.00001000	-1
54	-6.93133000	19.25040000	0.00001000	-1
55	4.63521000	16.38489000	0.00001000	-1
56	7.19334000	-9.62645000	0.00001000	-1
57	9.38279000	-16.22581000	0.00001000	-1
58	6.52397000	-0.63317000	0.00002000	-1
59	12.65341000	0.35937000	0.00001000	-1
60	2.87335000	-14.98309000	0.00001000	-1
61	2.49681000	-2.29985000	0.00002000	-1
62	9.08495000	-4.11218000	0.00001000	-1
63	10.79922000	9.41525000	0.00001000	-1
64	6.68081000	2.85297000	0.00002000	-1
65	13.22984000	4.76414000	0.00001000	-1
66	-0.48840000	14.62992000	0.00001000	-1
67	7.26953000	10.21196000	0.00001000	-1
68	4.84984000	-12.48017000	0.00001000	-1
69	6.47495000	-6.80585000	0.00001000	-1
70	0.58395000	-6.07329000	0.00002000	-1
71	4.95157000	-3.33773000	0.00002000	-1
72	1.47397000	0.41350000	0.00002000	-1
73	10.25303000	-1.07169000	0.00001000	-1
74	4.96243000	8.37321000	0.00001000	-1
75	2.72708000	11.09597000	0.00001000	-1
76	3.00897000	14.15262000	0.00001000	-1
77	2.55263000	21.17229000	0.00001000	-1
78	0.95319000	6.12932000	0.00002000	-1
79	10.59269000	-12.78418000	0.00001000	-1
80	11.45781000	-9.97043000	0.00001000	-1
81	9.86990000	-6.79761000	0.00001000	-1
82	3.89181000	-5.96303000	0.00002000	-1
83	13.68182000	-6.73249000	0.00001000	-1
84	3.72440000	-8.73441000	0.00001000	-1
85	18.42150000	5.94708000	0.00001000	-1
86	5.94861000	5.41105000	0.00002000	-1
87	15.08642000	2.70869000	0.00001000	-1
88	9.74830000	1.76924000	0.00001000	-1
89	20.35530000	-7.88106000	0.00001000	-1
90	14.31853000	-11.63271000	0.00001000	-1
91	8.95002000	14.07547000	0.00001000	-1
92	14.11573000	8.20179000	0.00001000	-1
93	15.16355000	-2.93870000	0.00001000	-1
94	2.21338000	3.45575000	0.00002000	-1
95	12.31725000	12.11972000	0.00001000	-1
96	16.19180000	-5.71502000	0.00001000	-1
97	20.08284000	-4.46473000	0.00001000	-1
98	20.81217000	-0.25304000	0.00001000	-1
